Date,Description,Original Description,Category,Amount,Status
2026-01-13,"Burger King","BURGER KING #2019  Q07   NORWICH      NY",Fast Food,-2.47,Posted
2026-01-12,"Nintendo","PAYPAL *NINTENDOAME      402-935-7733 WA",Electronics & Software,-75.59,Posted
2026-01-12,"Price Chopper","PRICE CHOPPER #161       NORWICH      NY",Groceries,-45.41,Posted
2026-01-12,"Spiedie and Rib Pit","SPIEDIE AND RIB PIT      BINGHAMTON   NY",Restaurants,-40.20,Posted
2026-01-12,"Amazon","AMAZON MKTPL*PY0E979T3   Amzn.com/billWA",Shopping,-20.28,Posted
2026-01-12,"Wendy's","WENDY'S FRONT ST.        BINGHAMTON   NY",Fast Food,-14.35,Posted
2026-01-12,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-10.35,Posted
2026-01-12,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-10.35,Posted
2026-01-12,"Burger King","BURGER KING #1416        https://prod.NY",Fast Food,-3.62,Posted
2026-01-12,"Regal","REGAL BINGHAMTON  1732   BINGHAMTON   NY",Movies & Dvds,-0.98,Posted
2026-01-09,"American Express Credit Card","AMEX EPAYMENT    ACH PMT    ***********9492",Credit Card Payment,-300.00,Posted
2026-01-09,"Jersey Mike's Subs","JERSEY MIKES ONLINE UC   https://prod.NJ",Fast Food,-19.25,Posted
2026-01-09,"Sonic","SONIC DRIVE IN #6120     817-428-2077 NY",Fast Food,-13.30,Posted
2026-01-07,"Amazon","AMAZON PRIME*HR0PJ8LT3   amzn.com/billWA",Shopping,-2.99,Posted
2026-01-07,"Mobile Deposit","DEPOSIT@MOBILE",Income,400.00,Posted
2026-01-07,"Mobile Deposit","DEPOSIT@MOBILE",Income,100.00,Posted
2026-01-06,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-64.80,Posted
2026-01-05,"Auchinachie Services","AUCHINACHIE SERVICES     607-7227234  NY",Home Improvement,-659.15,Posted
2026-01-05,"Auchinachie Services","AUCHINACHIE SERVICES     607-7227234  NY",Home Improvement,-574.56,Posted
2026-01-05,"Pizza Hut","PIZZA HUT 041764         https://ipchaNY",Fast Food,-46.42,Posted
2026-01-05,"Five Guys","FIVE GUYS NY 1820 ECOM   407-952-2524 NY",Fast Food,-43.23,Posted
2026-01-05,"YouTube Premium","Google YouTubePremium    650-2530000  CA",Entertainment,-22.99,Posted
2026-01-05,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,644.00,Posted
